GuidelineCode,DocumentTitle,DocumentUrl,DocumentType,FileFormat
E14/S7B IWG,E14/S7B Work Plan,https://database.ich.org/sites/default/files/ICH_E14S7B_EWG_WorkPlan_2025_0725_FINAL.pdf,Endorsed Documents,PDF
E15,E15 Guideline,https://database.ich.org/sites/default/files/E15_Guideline.pdf,Guideline,PDF
E15,E15 Concept Paper,https://database.ich.org/sites/default/files/E15_Concept_Paper.pdf,Endorsed Documents,PDF
E15,E15 Business Plan,https://database.ich.org/sites/default/files/E15_Business_Plan_0.pdf,Endorsed Documents,PDF
E16,E16 Guideline,https://database.ich.org/sites/default/files/E16_Guideline.pdf,Guideline,PDF
E16,E16 Concept Paper,https://database.ich.org/sites/default/files/E16_Concept_Paper.pdf,Endorsed Documents,PDF
E16,E16 Business Plan,https://database.ich.org/sites/default/files/E16_Business_Plan_0.pdf,Endorsed Documents,PDF
E16,E16 Step 4 Presentation (PPT),https://database.ich.org/sites/default/files/ICH%20E16%20Step%204%20presentationWebsite_Oct%202010.pdf,WG Presentations / Trainings,PDF
E16,E16 Step 4 Audio Presentation (zip),https://database.ich.org/sites/default/files/ICH%20E16%20Step%204%20presentation_Oct%202010.zip,WG Presentations / Trainings,ZIP
E17,E17 Guideline,https://database.ich.org/sites/default/files/E17EWG_Step4_2017_1116.pdf,Guideline,PDF
E17,E17 Concept Paper,https://database.ich.org/sites/default/files/E17EWG%20Final%20Concept%20Paper%20June%202014.pdf,Endorsed Documents,PDF
E17,E17 Business Plan,https://database.ich.org/sites/default/files/E17EWG%20Final%20Business%20Plan%20June%202014.pdf,Endorsed Documents,PDF
E17,E17 Step 4 Presentation,https://database.ich.org/sites/default/files/E17EWG_Step%204_Presentation_2018_0114.pdf,WG Presentations / Trainings,PDF
E17,E17 Training Modules,https://database.ich.org/sites/default/files/ICH_E17_TrainingModules_2019_0806.zip,WG Presentations / Trainings,ZIP
E17,E17 Training Introduction video,https://database.ich.org/sites/default/files/ICH_E17_Training_Introduction_2019_0806.mp4,WG Presentations / Trainings,MP4
E17,E 17 Training Module 1 video,https://database.ich.org/sites/default/files/ICH_E17_Training_Module1_2019_0806.mp4,WG Presentations / Trainings,MP4
E17,E17 Training Introduction video (youtube),https://www.youtube.com/watch?v=ul1rZCGWo30&feature=youtu.be,WG Presentations / Trainings,HTML
E17,E 17 Training Module 1 video (youtube),https://www.youtube.com/watch?v=565f7ceLPlc&feature=youtu.be,WG Presentations / Trainings,HTML
E17 IWG List,E17 IWG Work Plan,https://database.ich.org/sites/default/files/E17_IWG_WorkPlan_2019_0204.pdf,Endorsed Documents,PDF
E17 IWG List,E17 IWG Concept Paper,https://database.ich.org/sites/default/files/E17IWG_Concept_Paper_Final_2018_0207_0.pdf,Endorsed Documents,PDF
E18,E18 Guideline,https://database.ich.org/sites/default/files/E18_Guideline.pdf,Guideline,PDF
E18,E18 Concept Paper,https://database.ich.org/sites/default/files/E18_Concept_Paper.pdf,Endorsed Documents,PDF
E18,E18 Business Plan,https://database.ich.org/sites/default/files/E18_Business_Plan_0.pdf,Endorsed Documents,PDF
E18,E18 Step 4 Presentation,https://database.ich.org/sites/default/files/E18_Step4_Presentation.pdf,WG Presentations / Trainings,PDF
E19,E19 Guideline,https://database.ich.org/sites/default/files/ICH_E19_Guideline_Step4_2022_0826_0.pdf,Guideline,PDF
E19,E19 Concept Paper,https://database.ich.org/sites/default/files/E19_EWG_Concept_Paper.pdf,Endorsed Documents,PDF
E19,E19 Business Plan,https://database.ich.org/sites/default/files/E19_EWG_Business_Plan.pdf,Endorsed Documents,PDF
E19,E19 Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_E19_Step_4_Presentation_2022_1012.pdf,WG Presentations/ Training,PDF
E20 EWG,E20 Draft Guideline,https://database.ich.org/sites/default/files/ICH_E20EWG_Step3_DraftGuideline_2025_0625_0.docx,Guideline,DOCX
E20 EWG,E20 Concept Paper,https://database.ich.org/sites/default/files/E20_FinalConceptPaper_2019_1107_0.pdf,Endorsed Documents,PDF
E20 EWG,E20 Business Plan,https://database.ich.org/sites/default/files/E20_FinalBusinessPlan_2019_1107_0.pdf,Endorsed Documents,PDF
E20 EWG,E20 Work Plan,https://database.ich.org/sites/default/files/ICH_E20_EWG_WorkPlan_2025_0721_FINAL_0.pdf,Endorsed Documents,PDF
E20 EWG,E20 Step 2 Presentation,https://database.ich.org/sites/default/files/ICH_E20_Step2_Presentation_7July2025.pdf,WG Presentations / Trainings,PDF
E21 EWG,E21 Draft Guideline,https://database.ich.org/sites/default/files/ICH_E21EWG_Step2_Draft_Guideline_2025_0514.docx,Guideline,DOCX
E21 EWG,E21 Concept Paper,https://database.ich.org/sites/default/files/ICH_E21_Final_Concept_Paper_2023_1106_MCApproved.pdf,Endorsed Documents,PDF
E21 EWG,E21 Work Plan,https://database.ich.org/sites/default/files/ICH_E21_EWG_WorkPlan_2025_0731_FINAL.pdf,Endorsed Documents,PDF
E21 EWG,E21 Stakeholder Engagement Plan,https://database.ich.org/sites/default/files/ICH_E21_EWG_%20Stakeholder%20Engagement%20Plan_Summary_2025_0623.pdf,Endorsed Documents,PDF
E21 EWG,E21 Step 2 Presentation,https://database.ich.org/sites/default/files/ICH_Step_2_Presentation_E21_EWG_Guideline_2025_0603.pdf,WG Presentations/Trainings,PDF
E22 EWG,E22 Draft Guideline,https://database.ich.org/sites/default/files/ICH_E22_Step2_draftGuideline_Assembly_Endorsed_FINAL_2025_1119.pdf,Guideline,PDF
E22 EWG,E22 Concept Paper,https://database.ich.org/sites/default/files/ICH_E22_ConceptPaper_2024_0602.pdf,Endorsed Documents,PDF
E22 EWG,E22 Stakeholder Engagement Plan,https://database.ich.org/sites/default/files/E22%20Stakeholder%20Engagement%20Plan_MC%20approved_2025_0430.pdf,Endorsed Documents,PDF
E22 EWG,E22 Work Plan,https://database.ich.org/sites/default/files/ICH_E22_EWG_WorkPlan_2025_0725_FINAL.pdf,Endorsed Documents,PDF
E22 EWG,E22 Step2 Training Material,https://database.ich.org/sites/default/files/ICH_E22%20Presentation_Step%202_Training%20material.pdf,WG Presentation/Trainings,PDF
E22 EWG,E22 Step2 Presentation,https://database.ich.org/sites/default/files/ICH_E22%20Presentation_Step%202_Guideline_2025_1211.pdf,WG Presentation/Trainings,PDF
E22 EWG,E22 Explanatory video,https://database.ich.org/sites/default/files/E22%20Public%20Consultation%20Video.mp4,Guidance for Stakeholder Public Consultation,MP4
E22 EWG,Explainer for ICH E22 Draft Guideline,https://database.ich.org/sites/default/files/Explainer_ICH%20E22%20Draft%20Guideline_rev.pdf,Guidance for Stakeholder Public Consultation,PDF
E22 EWG,E22 Stakeholder Engagement Webinar,https://youtu.be/3sO6VIJXKOc?si=68D37xl63XgIudZ0,Guidance for Stakeholder Public Consultation,HTML
E23 EWG,E23 Concept Paper,https://database.ich.org/sites/default/files/ICH_E23_EWG_Concept_Paper_MCEndorsed_2025_1112.pdf,Endorsed Documents,PDF
M1,MedDRA page on ICH website,https://www.ich.org/page/meddra,Related links,HTML
M1,MedDRA website,https://www.meddra.org/,Related links,HTML
M1 PtC WG,M1 PTC Concept Paper,https://database.ich.org/sites/default/files/M1_PtC_WG_Concept_Paper.pdf,Endorsed Documents,PDF
M1 PtC WG,M1 PtC Work Plan,https://database.ich.org/sites/default/files/ICH_M1%20PtC_EWG_WorkPlan_2025_0721_FINAL.pdf,Endorsed Documents,PDF
M1 PtC WG,MedDRA PtC page,https://www.meddra.org/how-to-use/support-documentation?current=,Endorsed Documents,HTML
M1 PtC WG,M1 PtC Working Group,https://database.ich.org/sites/default/files/Annex%206%20-%20M1%20PtC%20Working%20Group.pdf,Procedure Documents,PDF
M2 EWG,M2 Concept Paper,https://database.ich.org/sites/default/files/M2_EWG_Concept_Paper.pdf,Endorsed Documents,PDF
M2 EWG,M2 Work Plan,https://database.ich.org/sites/default/files/ICH_M2_EWG_WorkPlan_2025_0214.pdf,Endorsed Documents,PDF
M2 EWG,M2 Terminology List,https://database.ich.org/sites/default/files/ICH%20M2%20Terminology%20List%20Management%20Processes%20v1_1.pdf,Terminology List,PDF
M2 EWG,Presentation SDOs,https://database.ich.org/sites/default/files/E2B%28R3%29_EWG_IWG_Presentation_SDOs_1.ppt,WG Presentations / Trainings,PPT
M2 EWG,ESTRI page,https://ich.org/page/electronic-standards-estri,Related Links,HTML
M3(R2),M3(R2) Guideline,https://database.ich.org/sites/default/files/M3_R2__Guideline.pdf,Guideline,PDF
M3(R2),M3(R2) Concept Paper,https://database.ich.org/sites/default/files/M3_R2__Concept_Paper.pdf,Endorsed Document,PDF
M3(R2),M3(R2) Presentation,https://database.ich.org/sites/default/files/M3_R2__Presentation.pdf,WG Presentations / Trainings,PDF
M3(R2) Q&As (R2),M3(R2) Q&As (R2) Questions & Answers,https://database.ich.org/sites/default/files/M3_R2_Q%26As_R2_Q%26As_0.pdf,Questions & Answers,PDF
M3(R2) Q&As (R2),M3(R2) Q&As (R2) Concept Paper,https://database.ich.org/sites/default/files/M3_R2_Q%26As_R2_Concept_Paper.pdf,Endorsed Document,PDF
M5,Presentation SDOs,https://database.ich.org/sites/default/files/E2B%28R3%29_EWG_IWG_Presentation_SDOs_2.ppt,WG Presentations / Trainings,PPT
M5,More information on E2B,https://ich.org/page/e2br3-individual-case-safety-report-icsr-specification-and-related-files,Related Links,HTML
M6,M6 Concept Paper,https://database.ich.org/sites/default/files/M6_Concept_Paper.pdf,Endorsed Documents,PDF
M6,M6 Business Plan,https://database.ich.org/sites/default/files/M6_Business_Plan_0.pdf,Endorsed Documents,PDF
M6,M6 Appendix 1,https://database.ich.org/sites/default/files/M6_Appendix1.pdf,Other documents,PDF
M6,M6 Appendix 2,https://database.ich.org/sites/default/files/M6_Appendix2_0.pdf,Other documents,PDF
M7(R2),M7(R2) Guideline,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_Guideline_Step4_2023_0216_0.pdf,Guideline,PDF
M7(R2),M7(R2) Addendum,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_Addendum_Step4_2023_0531_0.pdf,Guideline,PDF
M7(R2),M7(R2) Concept Paper,https://database.ich.org/sites/default/files/M7_R2_Maintenance_EWG-IWG_Concept_Paper.pdf,Endorsed Documents,PDF
M7(R2),M7(R2) Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_2ndAddendum_Step_4_Presentation_2023_0516.pdf,WG Presentation / Trainings,PDF
M7(R2),M7(R1) Training Material,https://database.ich.org/sites/default/files/M7_R1_Training_Material_0.mp4,WG Presentation / Trainings,MP4
M7(R2) Q&As,M7(R2) Q&As,https://database.ich.org/sites/default/files/M7R2_QAs_Step3_2022_0517-Error%20Corrected.pdf,Q&As,PDF
M7(R2) Q&As,M7(R2) Maintenance Concept Paper,https://database.ich.org/sites/default/files/M7_R2_Maintenance_EWG-IWG_Concept_Paper_0.pdf,Endorsed Documents,PDF
M7(R2) Q&As,M7(R2) Q&As Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_QAs_Step_4_Presentation_2023_0516.pdf,WG Presentation / Trainings,PDF
M7(R3) Maintenance EWG/IWG,M7(R3) Work Plan,https://database.ich.org/sites/default/files/ICH_M7%28R3%29_EWGIWG_WorkPlan_2024_0227.pdf,Endorsed Documents,PDF
M7(R3) Maintenance EWG/IWG,"Maintenance Procedure for Q3C, Q3D and M7",https://database.ich.org/sites/default/files/Annex%204%20-%20Maintenance%20Procedure%20for%20Q3C%2C%20Q3D%2C%20and%20M7_1_0.pdf,Maintenance Procedure,PDF
M7 Sub-group,M7 Sub-group Concept Paper,https://database.ich.org/sites/default/files/ICH_M7SubGroup_Final_Concept_Paper_2024_0424.pdf,Endorsed Documents,PDF
M7 Sub-group,M7 Sub-group Work Plan,https://database.ich.org/sites/default/files/ICH_M7SubGroup_EWG_WorkPlan_2025_0725_Final.pdf,Endorsed Documents,PDF
M8 eCTD v3.2.2,ESTRI page for eCTD V3.2.2,https://ich.org/page/ich-electronic-common-technical-document-ectd-v322-specification-and-related-files,Related Links,HTML
M8 eCTD v4.0,ESTRI page for eCTD v4.0,https://ich.org/page/ich-electronic-common-technical-document-ectd-v40,Related Links,HTML
M8 EWG/IWG,M8 Concept Paper,https://database.ich.org/sites/default/files/M8_EWG_IWG_Concept_Paper.pdf,Endorsed Documents,PDF
M8 EWG/IWG,M8 Revised Concept Paper,https://database.ich.org/sites/default/files/M8_EWG_IWG_REVISED_Concept_Paper.pdf,Endorsed Documents,PDF
M8 EWG/IWG,M8 Work Plan,https://database.ich.org/sites/default/files/ICH_M8_EWG_WorkPlan_2025_0721_FINAL.pdf,Endorsed Documents,PDF
M8 EWG/IWG,ESTRI page for eCTD v4.0,https://www.ich.org/page/ich-electronic-common-technical-document-ectd-v40,Related Links,HTML
M8 EWG/IWG,ESTRI page for eCTD V3.2.2,https://www.ich.org/page/ich-electronic-common-technical-document-ectd-v322-specification-and-related-files,Related Links,HTML
M9,M9 Guideline,https://database.ich.org/sites/default/files/M9_Guideline_Step4_2019_1116.pdf,Guideline,PDF
M9,M9 Concept Paper,https://database.ich.org/sites/default/files/M9_EWG_Concept_Paper_0.pdf,Endorsed Documents,PDF
M9,M9 Business Plan,https://database.ich.org/sites/default/files/M9_EWG_Business_Plan_0.pdf,Endorsed Documents,PDF
M9,M9 Step 4 Presentation,https://database.ich.org/sites/default/files/M9_Step_4_Presentation_2020_0302.pdf,WG Presentations / Trainings,PDF
M9 Q&As,M9 Q&As,https://database.ich.org/sites/default/files/M9_QAs_Step4_2021_0106.pdf,Q&As,PDF
M10,M10 Guideline,https://database.ich.org/sites/default/files/M10_Guideline_Step4_2022_0524.pdf,Guideline,PDF
M10,M10 Concept Paper,https://database.ich.org/sites/default/files/M10_EWG_Concept_Paper.pdf,Endorsed Documents,PDF
M10,M10 Business Plan,https://database.ich.org/sites/default/files/M10_EWG_Business_Plan.pdf,Endorsed Documents,PDF
M10,M10 Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_M10_Step_4_Presentation_2022_1123.pdf,WG Presentations / Trainings,PDF
M10,M10 Training Materials,https://database.ich.org/sites/default/files/ICH_M10_EWG_Training_Material_2024_0127.pdf,WG Presentations / Trainings,PDF
M10 Q&As,M10 Q&As,https://database.ich.org/sites/default/files/ICH_M10_QAs_2022_1111.pdf,Questions and Answers,PDF
M11 EWG,M11 Guideline,https://database.ich.org/sites/default/files/ICH_Step4_M11_Final_Guideline_2025_1119.pdf,Guideline,PDF
M11 EWG,M11 Technical Specification,https://database.ich.org/sites/default/files/ICH_Step4_M11_Final_TechnicalSpecification_2025_1119.pdf,Guideline,PDF
M11 EWG,M11 Template,https://database.ich.org/sites/default/files/ICH_Step4_M11_Final_Template_2025_1119.pdf,Guideline,PDF
M11 EWG,M11 Concept Paper,https://database.ich.org/sites/default/files/M11_EWG_Concept_Paper.pdf,Endorsed Documents,PDF
M11 EWG,M11 Business Plan,https://database.ich.org/sites/default/files/M11_EWG_Business_Plan.pdf,Endorsed Documents,PDF
M11 EWG,M11 Work Plan,https://database.ich.org/sites/default/files/ICH_M11_EWG_WorkPlan_2025_0725_FINAL.pdf,Endorsed Documents,PDF
M11 EWG,M11 Step 2 Presentation,https://database.ich.org/sites/default/files/ICH%20M11_Step_2_Presentation_2022_09_27.pdf,WG Presentations / Trainings,PDF
M11 EWG,M11 Step 2 Updated Technical Specification Presentation,https://database.ich.org/sites/default/files/ICH_M11_Step_2_Presentation_Updated%20Technical%20Specification_2025_0314.pdf,WG Presentations / Trainings,PDF
M12,M12 Guideline,https://database.ich.org/sites/default/files/ICH_M12_Step4_Guideline_2024_0521_0.pdf,Guideline,PDF
M12,M12 Concept Paper,https://database.ich.org/sites/default/files/M12_FinalConceptPaper_2019_1117.pdf,Endorsed Documents,PDF
M12,M12 Business Plan,https://database.ich.org/sites/default/files/M12_FinalBusiness%20Plan_2019_1117.pdf,Endorsed Documents,PDF
M12,M12 Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_M12_Step%204_Presentation_2024_0423_2.pdf,WG Presentations / Trainings,PDF
M12 Q&As,M12 Q&As,https://database.ich.org/sites/default/files/ICH_M12_Step4_Q%26As_2023_0521.pdf,Files,PDF
M13A EWG,M13A Guideline,https://database.ich.org/sites/default/files/ICH_M13A_Step4_Final_Guideline_2024_0723.pdf,Guideline,PDF
M13A EWG,M13 Concept Paper,https://database.ich.org/sites/default/files/ICH_M13_Concept_Paper_2020_0710.pdf,Endorsed Documents,PDF
M13A EWG,M13A Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_M13A_Step4_Presentation_2024_0716.pdf,WG Presentations / Trainings,PDF
M13A Q&As,M13A Q&As,https://database.ich.org/sites/default/files/ICH_M13A_Step4_QAs_2024_0723.pdf,Files,PDF
M13B EWG,M13B Draft Guideline,https://database.ich.org/sites/default/files/M13B_Draft%20Guideline_Step2_2025_0212_0.pdf,Guideline,PDF
M13B EWG,M13 Concept Paper,https://database.ich.org/sites/default/files/ICH_M13_Concept_Paper_2020_0710_0.pdf,Endorsed Documents,PDF
M13B EWG,M13 Work Plan,https://database.ich.org/sites/default/files/ICH_M13_EWG_WorkPlan_2025_0725_FINAL.pdf,Endorsed Documents,PDF
M13B EWG,M13B Concept Paper Supplement,https://database.ich.org/sites/default/files/ICH_M13EWG_M13BConceptPaperSupplement_2023_0302.pdf,Supplemental Documents,PDF
M13B EWG,M13B Step 2 Presentation,https://database.ich.org/sites/default/files/ICH_M13B_Step2_Presentation_2025_0218.pdf,WG Presentation / Trainings,PDF
M13C EWG,M13 Concept Paper,https://database.ich.org/sites/default/files/ICH_M13_Concept_Paper_2020_0710_1.pdf,Endorsed Document,PDF
M13C EWG,M13 Work Plan,https://database.ich.org/sites/default/files/ICH_M13_EWG_WorkPlan_2025_0725_FINAL_0.pdf,Endorsed Document,PDF
M13C EWG,M13C Concept Paper Supplement,https://database.ich.org/sites/default/files/ICH_M13_M13CConceptPaperSupplement_2025_0127_0.pdf,Supplemental Documents,PDF
M14,M14 Guideline,https://database.ich.org/sites/default/files/ICH_M14_Step4_Final_Guideline_2025_0905.pdf,Guideline,PDF
M14,M14 Concept Paper,https://database.ich.org/sites/default/files/M14_ConceptPaper_2022_0405.pdf,Endorsed Documents,PDF
M14,M14 Business Plan,https://database.ich.org/sites/default/files/M14_BusinessPlan_2022_0405.pdf,Endorsed Documents,PDF
M14,M14 Step 4 presentation,https://database.ich.org/sites/default/files/ICH_Step_4_Presentation_Final_2025_0903_0.pdf,WG Presentation / Trainings,PDF
M15 EWG,M15 Final Guideline,https://database.ich.org/sites/default/files/ICH_M15_Step4_Final_Guideline_2026_0129.pdf,Guideline,PDF
M15 EWG,Table for Assessment,https://database.ich.org/sites/default/files/ICH%20M15_Table%20for%20Assessment%20of%20MIDD%20Evidence_2026_0316.docx,Guideline,DOCX
M15 EWG,Model-Informed Drug Development (MIDD) Discussion Group Roadmap,https://database.ich.org/sites/default/files/ICH_MIDD_Roadmap_2022_0503.pdf,MIDD DG Roadmap,PDF
M15 EWG,M15 Concept Paper,https://database.ich.org/sites/default/files/ICH_M15_ConceptPaper_Final_2022_1102.pdf,Endorsed Documents,PDF
M15 EWG,M15 Business Plan,https://database.ich.org/sites/default/files/ICH_M15_BusinessPlan_Final_2022_1027.pdf,Endorsed Documents,PDF
M15 EWG,M15 Work Plan,https://database.ich.org/sites/default/files/ICH_M15_EWG_WorkPlan_2025_0725_FINAL.pdf,Endorsed Documents,PDF
M15 EWG,ICH Step 4 Presentation,https://database.ich.org/sites/default/files/ICH_Step_4_Presentation_M15_2026_0316_1.pdf,WG Presentation / Trainings,PDF
M18 EWG,M18 Concept Paper,https://database.ich.org/sites/default/files/ICH_M18_Final_Concept_Paper_MCEndorsed_2025_1119.pdf,Endorsed Documents,PDF
