Title,Price,StarRating,Availability,Category
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,True,Nonfiction
Dead Wake: The Last Crossing of the Lusitania,39.24,5,True,Default
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,True,Default
Darkfever (Fever #1),56.02,1,True,Fantasy
Dark Places,23.9,5,True,Default
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,True,Fiction
Counting Thyme,10.62,1,True,Childrens
Cosmos,36.17,2,True,Add a comment
Civilization and Its Discontents,59.95,2,True,Psychology
Cinder (The Lunar Chronicles #1),26.09,1,True,Young Adult
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,True,Parenting
Career of Evil (Cormoran Strike #3),24.72,2,True,Mystery
Breaking Dawn (Twilight #4),35.28,5,True,Default
Brave Enough,51.32,5,True,Nonfiction
Boy Meets Boy,21.12,3,True,Young Adult
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,True,Nonfiction
Blink: The Power of Thinking Without Thinking,21.74,5,True,Nonfiction
Black Flags: The Rise of ISIS,40.87,1,True,Nonfiction
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,True,Sequential Art
Big Little Lies,22.11,1,True,Fiction
Between Shades of Gray,20.79,5,True,Historical Fiction
Best of My Love (Fool's Gold #20),27.41,2,True,Romance
Beowulf,38.35,2,True,Classics
Beautiful Creatures (Caster Chronicles #1),21.55,5,True,Default
Awkward,38.02,2,True,Sequential Art
Ash,22.06,4,True,Fantasy
Are We There Yet?,10.66,3,True,Childrens
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,True,Nonfiction
Annie on My Mind,36.83,5,True,Young Adult
And Then There Were None,35.01,2,True,Classics
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,True,Nonfiction
A Visit from the Goon Squad,14.08,5,True,Default
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,True,Fantasy
A Heartbreaking Work of Staggering Genius,54.29,5,True,Autobiography
8 Keys to Mental Health Through Exercise,31.04,1,True,Psychology
#GIRLBOSS,50.96,1,True,Add a comment
"The Suffragettes (Little Black Classics, #96)",11.89,2,True,Nonfiction
The Sense of an Ending,31.38,3,True,Add a comment
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,True,Sequential Art
The Course of Love,16.78,3,True,Fiction
Sugar Rush (Offensive Line #2),24.42,1,True,Sports and Games
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,True,Sequential Art
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,True,Philosophy
New Moon (Twilight #2),12.86,4,True,Young Adult
Life,31.58,5,True,Music
Kindle Paperwhite User's Guide,34,3,True,Nonfiction
H is for Hawk,57.42,5,True,Nonfiction
Girl Online On Tour (Girl Online #2),53.47,1,True,Young Adult
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,True,Sequential Art
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,True,Childrens
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,True,Sequential Art
While You Were Mine,41.32,5,True,Historical Fiction
Where Lightning Strikes (Bleeding Stars #3),39.77,3,True,Romance
When I'm Gone,51.96,3,True,Fiction
Ways of Seeing,39.51,5,True,Art
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,True,Paranormal
Vampire Girl (Vampire Girl #1),53.82,2,True,Fantasy
Twenty Love Poems and a Song of Despair,30.95,4,True,Poetry
Travels with Charley: In Search of America,57.82,5,True,Nonfiction
Three Wishes (River of Time: California #1),44.18,2,True,Science Fiction
This One Moment (Pushing Limits #1),48.71,1,True,Romance
The Zombie Room,19.69,5,True,Default
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,True,Sequential Art
The Tumor,41.56,5,True,Nonfiction
The Story of Hong Gildong,43.19,4,True,Classics
The Silent Wife,12.34,5,True,Fiction
The Silent Twin (Detective Jennifer Knight #3),36.25,3,True,Fantasy
The Selfish Gene,29.45,1,True,Science
The Secret Healer,34.56,3,True,Historical Fiction
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,True,Sequential Art
The Republic,33.78,3,True,Add a comment
The Odyssey,29.64,3,True,Add a comment
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,True,Mystery
The Nicomachean Ethics,36.34,1,True,Philosophy
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,True,Default
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,True,Fantasy
The Little Prince,45.42,2,True,Classics
The Light of the Fireflies,54.43,1,True,Add a comment
The Last Girl (The Dominion Trilogy #1),36.26,2,True,Science Fiction
The Iliad,16.16,1,True,Add a comment
The Hook Up (Game On #1),36.29,5,True,New Adult
The Haters,27.89,5,True,Young Adult
The Girl You Lost,12.29,5,True,Mystery
The Girl In The Ice (DCI Erika Foster #1),15.85,3,True,Mystery
The End of the Jesus Era (An Investigation #1),14.4,1,True,Nonfiction
The Edge of Reason (Bridget Jones #2),19.18,4,True,Womens Fiction
The Complete Maus (Maus #1-2),10.64,3,True,Sequential Art
The Communist Manifesto,14.76,3,True,Add a comment
The Bhagavad Gita,57.49,3,True,Religion
The Bette Davis Club,30.66,3,True,Fiction
The Art of Not Breathing,40.83,4,True,Young Adult
Taking Shots (Assassins #1),18.88,2,True,Default
Starlark,25.83,3,True,Historical Fiction
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,True,Sequential Art
Sister Sable (The Mad Queen #1),13.33,3,True,Fantasy
Shatter Me (Shatter Me #1),42.4,1,True,Default
Shameless,58.35,3,True,New Adult
Shadow Rites (Jane Yellowrock #10),21.72,4,True,Fantasy
Settling the Score (The Summer Games #1),44.91,2,True,Sports and Games
Sense and Sensibility,37.46,1,True,Classics
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,True,Sequential Art
"Rhythm, Chord & Malykhin",28.34,2,True,Romance
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,True,Sequential Art
Paradise Lost (Paradise #1),24.96,1,True,Default
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,True,Sequential Art
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,True,Sequential Art
Origins (Alphas 0.5),28.99,1,True,Fantasy
One Second (Seven #7),52.94,2,True,Fantasy
On the Road (Duluoz Legend),32.36,3,True,Default
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,True,Music
Off Sides (Off #1),39.45,5,True,New Adult
Of Mice and Men,47.11,2,True,Classics
Myriad (Prentor #1),58.75,4,True,Fantasy
My Perfect Mistake (Over the Top #1),38.92,2,True,Romance
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,True,Sequential Art
Meditations,25.89,2,True,Philosophy
Matilda,28.34,1,True,Childrens
Lost Among the Living,27.7,4,True,Historical Fiction
Lord of the Flies,24.89,3,True,Add a comment
Listen to Me (Fusion #1),58.99,3,True,Romance
Kitchens of the Great Midwest,57.2,5,True,Fiction
Jane Eyre,38.43,5,True,Default
Imperfect Harmony,34.74,4,True,Romance
Icing (Aces Hockey #2),40.44,4,True,Sports and Games
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,True,Sequential Art
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,True,Science Fiction
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,True,Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,True,Sequential Art
Frankenstein,38,2,True,Default
Forever Rockers (The Rocker #12),28.8,3,True,Music
Fighting Fate (Fighting #6),39.24,3,True,Romance
Emma,32.93,2,True,Classics
"Eat, Pray, Love",51.32,3,True,Nonfiction
Deep Under (Walker Security #1),47.09,5,True,Romance
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,True,Religion
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,True,Childrens
Charity's Cross (Charles Towne Belles #4),41.24,1,True,Romance
Bright Lines,39.07,5,True,Fiction
Bridget Jones's Diary (Bridget Jones #1),29.82,1,True,Womens Fiction
Bounty (Colorado Mountain #7),37.26,4,True,Romance
Blood Defense (Samantha Brinkman #1),20.3,3,True,Mystery
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,True,Sequential Art
Beyond Good and Evil,43.38,1,True,Philosophy
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,True,Classics
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,True,Sequential Art
A Spy's Devotion (The Regency Spies of London #1),16.97,5,True,Historical Fiction
1st to Die (Women's Murder Club #1),53.98,1,True,Mystery
"1,000 Places to See Before You Die",26.08,5,True,Travel
